customer_id,age,income,employment_length,employment_type,credit_score,existing_cc_count,avg_monthly_spend,spend_groceries,spend_travel,spend_online,spend_utilities,spend_entertainment,tenure_months,late_payments_12m,current_limit,utilization_rate,has_mortgage,has_auto_loan,region,approved,true_limit
C00068,52,117000000,27,Nhân viên văn phòng,692,0,33099208,0.394616937508887,0.06255243551309717,0.3139244944768509,0.22089474025778486,0.00801139224338021,91,1,192408679,0.08520935336480853,0,0,Cần Thơ,1,300000000
C00069,37,45000000,17,Công chức,678,0,6264423,0.022379254912211537,0.5513139457908268,0.00461682062905206,0.013798882839547928,0.4078910958283617,32,0,28994397,0.1865595420090599,1,0,Đà Nẵng,1,142380000
C00070,64,101000000,10,Freelancer,758,0,37674971,0.1287689912894091,0.046502450037241204,0.3342530366028104,0.03749966259882939,0.4529758594717099,97,0,45908279,0.13660719677908692,0,0,TP.HCM,1,300000000
C00071,28,6000000,4,Freelancer,620,1,29719138,0.5658914103453898,0.14393480587145852,0.094129235864313,0.13177042157296356,0.06427412634587511,86,0,162676585,0.10304228923059564,0,0,Hà Nội,1,17360000
C00072,39,106000000,3,Kỹ sư CNTT,789,1,5868452,0.1510147800403817,0.001051370465503664,0.30686319780337046,0.19640167257728644,0.34466897911345773,55,0,76329075,0.1017325876239347,0,1,Hải Phòng,1,300000000
C00073,39,27000000,23,Freelancer,746,1,21567589,0.43380915467205666,0.10834068394859488,0.11203236178334278,0.2567263382671654,0.0890914613288404,47,1,85441964,0.4019557503675985,0,1,TP.HCM,1,84596400
C00074,59,14000000,25,Nhân viên văn phòng,592,1,38793968,0.3937295012861806,0.21932761992115057,0.3304143050304079,0.0067867560093805,0.04974181775288044,49,0,98849481,0.19244036111256269,1,1,Đà Nẵng,0,38677333
C00075,56,75000000,30,Nhân viên văn phòng,779,2,8423959,0.30013234976265185,0.08018115165584226,0.19519348545556567,0.05025520934877276,0.37423780377716737,44,1,144783816,0.16032025364623928,0,0,Hải Phòng,1,245385000
C00076,27,75000000,14,Freelancer,684,1,29758455,0.39550893901760203,0.28560674603350256,0.04123299239045156,0.09616279938497639,0.18148852317346734,117,0,172422467,0.28440399244522563,1,0,Hà Nội,1,239400000
C00077,63,46000000,21,Freelancer,638,2,15609569,0.06048089359533963,0.4349621127361865,0.18659999931205148,0.10072585511056327,0.21723113924585902,38,0,196716730,0.14835986395857448,0,0,Đà Nẵng,1,136957333
C00078,42,20000000,20,Tự doanh,611,0,41247228,0.23462780816927087,0.5672905836335874,0.10957643100790397,0.07740476318686769,0.011100414002369987,51,1,44829066,0.27541093231627,0,0,Hà Nội,0,51324000
C00079,35,53000000,17,Công chức,694,0,38073939,0.1023531177705599,0.1654427735901161,0.3961261059424844,0.039693800796308826,0.2963842019005308,124,0,43833647,0.299623207351134,1,1,Đà Nẵng,1,171649333
C00080,36,6000000,20,Kỹ sư CNTT,615,3,4592536,0.6321167037195613,0.0504583426824139,0.25067372306905783,0.04814992369221541,0.018601306836751454,108,2,103480811,0.1712254563869935,0,0,TP.HCM,0,15498000
C00081,46,67000000,32,Công chức,640,0,7785267,0.24571534101450956,0.1604318221151324,0.22280873508075427,0.10995852804712547,0.26108557374247826,33,0,15432019,0.1479035418739627,0,0,TP.HCM,1,200106666
C00082,21,77000000,22,Freelancer,664,1,6307086,0.10194935146967717,0.005415820499911817,0.35626979359643035,0.30258981522314843,0.23377521921083244,134,0,10809178,0.08211105982035935,1,0,Hà Nội,1,238597333
C00083,50,83000000,19,Công chức,611,0,25747415,0.26172229663496127,0.27940036743644525,0.05856067906680159,0.26185603949819697,0.13846061736359483,121,1,145382523,0.06503689211657873,0,0,Cần Thơ,1,212994600
C00084,53,57000000,24,Công chức,732,1,11618395,0.08798637969413137,0.21665866289822067,0.39468184802065615,0.008230073153868419,0.2924430362331234,64,0,178194541,0.32369700552527064,0,0,Hải Phòng,1,194712000
C00085,29,73000000,34,Nhân viên văn phòng,682,3,38732334,0.05728532473957627,0.03158287248640534,0.13472051947329566,0.5206314916094565,0.25577979169126625,92,1,189206683,0.39891712982502053,0,0,TP.HCM,0,209101200
C00086,28,92000000,5,Tự doanh,687,1,5830121,0.5028117033907163,0.277442892133482,0.07309993141732841,0.14357068272398787,0.0030747903344851488,124,0,159928800,0.19465849853041864,0,1,Hải Phòng,1,294952000
C00087,57,54000000,16,Nhân viên văn phòng,773,0,8327090,0.2657853024561127,0.21505227978306587,0.4124005700768421,0.08048117043763028,0.026280677246349044,72,1,150063175,0.0661132092205185,0,1,Đà Nẵng,1,175316400
C00088,45,96000000,22,Freelancer,736,0,30751505,0.6667964841254451,0.17496801734375278,0.00378653929286777,0.13532559086075419,0.01912336837718009,2,0,197143102,0.10322152303978106,0,0,Hải Phòng,1,300000000
C00089,59,33000000,2,Tự doanh,701,1,18938661,0.2931573261027959,0.09288569341221307,0.3168487311370379,0.05417996074739536,0.24292828860055773,38,0,152182171,0.4107052649831749,0,1,TP.HCM,1,107954000
C00090,64,103000000,31,Freelancer,700,2,19496623,0.35158211616946483,0.11044741238894015,0.19020372088988052,0.1248736270243042,0.22289312352741034,47,1,136528659,0.42379041544656004,0,0,TP.HCM,1,300000000
C00091,58,69000000,4,Kỹ sư CNTT,703,2,5765056,0.2150116126598968,0.01878434515272774,0.23657561853495557,0.454187054370611,0.07544136928180903,30,0,31680041,0.1991335739307398,1,1,Cần Thơ,1,226366000
C00092,37,114000000,31,Kỹ sư CNTT,717,0,31362480,0.01660120842736639,0.051463017966200834,0.45584612936521307,0.4343784078881218,0.04171123635309799,21,1,134199211,0.2578286855893185,1,0,Cần Thơ,1,300000000
C00093,56,56000000,16,Freelancer,691,1,31538040,0.18453485977359824,0.03035993650600358,0.5720109738794042,0.19294944576639672,0.020144784074597216,54,0,153394476,0.15996559721023468,0,0,Cần Thơ,1,180581333
C00094,32,75000000,16,Công chức,681,0,21847987,0.4179145527090751,0.18338810104517375,0.019970295315274656,0.25093883938847883,0.12778821154199768,82,0,35580123,0.10628504268927623,0,0,TP.HCM,1,238350000
C00095,37,86000000,32,Nhân viên văn phòng,784,1,38355877,0.4189834375932772,0.005397883332976609,0.31811243340081224,0.0958707507935949,0.1616354948793391,35,0,109664567,0.1699700135593374,0,1,Hà Nội,1,300000000
C00096,29,6000000,34,Kỹ sư CNTT,579,1,15970696,0.10397646507375359,0.006341196971781659,0.5440837625776488,0.15172455746885832,0.19387401790795755,83,0,106965754,0.22246104944075462,0,0,Hà Nội,0,16212000
C00097,46,18000000,30,Freelancer,626,3,40636252,0.10911809978122108,0.48268492159110693,0.02367490867366642,0.038215213491687904,0.3463068564623178,32,1,60894269,0.2457909220870328,0,0,Hải Phòng,1,47325600
C00098,44,84000000,21,Nhân viên văn phòng,770,1,43752022,0.07572043645958217,0.28631422509426624,0.4387321707430829,0.14152221691282565,0.0577109507902431,93,0,128277905,0.4765575394787132,0,0,Hải Phòng,1,300000000
C00099,49,33000000,10,Nhân viên văn phòng,668,2,6079441,0.4159031751350902,0.1771053903885445,0.20942132111324308,0.015196490510804708,0.18237362285231737,120,1,28740105,0.2867088250405303,0,0,Hà Nội,1,92584800
C00100,45,99000000,8,Công chức,654,0,4464722,0.21695412744610998,0.37473157394311496,0.04495635660781574,0.011950227449861142,0.3514077145530983,100,0,172555934,0.0764551006290809,0,0,Hà Nội,1,300000000
C00101,54,14000000,23,Nhân viên văn phòng,689,1,32993940,0.3204736447668199,0.17562887382973053,0.3762315704770774,0.12289078608299875,0.004775124843373314,131,0,135798510,0.3465312198079322,1,0,Hà Nội,1,45014666
C00102,21,89000000,27,Công chức,619,0,4363162,0.37858905994099673,0.054748101511192325,0.05590304508924915,0.2745246610757286,0.23623513238283309,57,0,45002379,0.05201824351741349,1,0,Đà Nẵng,0,257091333
C00103,53,92000000,24,Công chức,585,0,19050668,0.08706494312247255,0.14927928238324112,0.17375623473441626,0.2734872163991202,0.3164123233607498,137,2,161137924,0.47815170450124,1,0,Hải Phòng,1,226044000
C00104,27,111000000,25,Nhân viên văn phòng,647,0,2734275,0.384269773263734,0.18163636766023045,0.05017787665736525,0.03537500444243961,0.3485409779762307,114,0,43679364,0.16910185960605875,0,1,Đà Nẵng,0,300000000
C00105,26,43000000,21,Tự doanh,629,2,25506142,0.047953256836832006,0.43302084475949393,0.14966576684567037,0.31834614890434265,0.05101398265366107,99,0,146039095,0.047055721716730683,0,0,TP.HCM,0,126219333
C00106,24,113000000,28,Freelancer,681,2,37004423,0.2348881872760188,0.045870103645157874,0.08173372526582416,0.4081194810691855,0.22938850274381387,36,1,18527835,0.04721065172229543,0,1,TP.HCM,1,300000000
C00107,47,27000000,26,Freelancer,591,0,19256299,0.1297838799434761,0.13147700555946126,0.3167797972399954,0.3142496355711112,0.1077096816859561,113,1,39486438,0.026787019174697557,0,0,Hải Phòng,0,67019400
C00108,21,63000000,25,Tự doanh,573,0,22481913,0.3905877449717833,0.0521054340454021,0.06433527250559162,0.34017626242239724,0.15279528605482573,109,1,184162619,0.22028836723783587,1,0,TP.HCM,1,151615800
C00109,28,46000000,18,Tự doanh,642,1,39187064,0.05522984549844018,0.16072771837384128,0.06694703242964103,0.4057137560013476,0.3113816476967298,4,0,124224962,0.00265413130367394,1,0,Cần Thơ,1,137816000
C00110,61,62000000,5,Nhân viên văn phòng,628,1,8330034,0.0900016955534383,0.0510781383881259,0.5682481843271892,0.0891745101303507,0.20149747160089582,112,1,28380186,0.1335500678079542,0,0,Hà Nội,1,163531200
C00111,41,77000000,15,Công chức,622,0,18448425,0.13177114218255906,0.24066347011801995,0.3980608618247447,0.005286145580542457,0.22421838029413388,101,1,181867237,0.25063451272277226,0,0,Cần Thơ,1,201154800
C00112,59,75000000,0,Kỹ sư CNTT,650,0,23562024,0.45731473578269255,0.0772164741842583,0.24489263857461874,0.11297406697244759,0.10760208448598284,32,0,62558687,0.36635030922123735,0,0,Cần Thơ,0,227500000
C00113,24,93000000,28,Tự doanh,674,3,22596928,0.128192670880237,0.42518614096991014,0.13742521990597928,0.09971557155602338,0.20948039668785026,119,0,49711170,0.2569074048990731,0,0,Cần Thơ,1,292516000
C00114,31,10000000,26,Công chức,687,2,14818331,0.21860906265713115,0.128610881005592,0.28016160330809947,0.3569015462455611,0.015716906783616275,84,2,41276622,0.2951032601575307,1,0,Hà Nội,0,28854000
C00115,61,62000000,7,Công chức,682,0,10274437,0.11151138574108692,0.8213726392312066,0.026075936233293896,0.029245453578390184,0.01179458521602236,35,0,89601871,0.14903153819863843,0,0,Cần Thơ,0,197325333
C00116,40,96000000,19,Kỹ sư CNTT,714,2,9632285,0.43013251834008787,0.10584751425499413,0.26736425158106897,0.11396900658987993,0.0826867092339692,65,0,196426521,0.6330161712933887,0,0,Hà Nội,1,300000000
C00117,50,30000000,27,Nhân viên văn phòng,583,3,31961288,0.5477166623530428,0.030533478133000714,0.04169983644869572,0.34528550089218996,0.03476452217307083,92,1,64495608,0.2884354007756904,1,0,TP.HCM,0,73458000
C00118,53,115000000,4,Nhân viên văn phòng,725,0,23123873,0.2628304986792521,0.22388655483205883,0.08552611272284566,0.010390321874381303,0.417366511891462,63,1,167923831,0.42537419965957635,0,0,Hải Phòng,1,300000000
C00119,29,11000000,24,Tự doanh,739,2,28299578,0.13838310547239932,0.17316877787558674,0.3294556303619553,0.07117053431648292,0.2878219519735758,4,0,129110869,0.10601355034266383,0,0,TP.HCM,1,37935333
C00120,21,107000000,20,Tự doanh,631,0,36325124,0.425023319717284,0.10655823618825766,0.3784939904981619,0.0004290175841768473,0.08949543601211957,61,0,187335614,0.1344514738174146,0,0,TP.HCM,1,300000000
C00121,36,102000000,20,Kỹ sư CNTT,646,3,39445583,0.7102475233626531,0.1535093508139081,0.05094882759059706,0.030955154255076563,0.054339143977765306,104,0,144173121,0.34088510070655215,0,0,Cần Thơ,1,300000000
C00122,34,15000000,33,Nhân viên văn phòng,747,2,42177198,0.044693464676733435,0.6484215976952424,0.088738993287311,0.12283522241464973,0.09531072192606349,98,1,168733810,0.40419641529256406,0,0,Hà Nội,0,47061000
C00123,59,93000000,25,Tự doanh,608,4,10425021,0.14082267629753895,0.008381924842129684,0.7395050673970666,0.11058965885197028,0.0007006726112943863,65,0,128348892,0.09826474471825765,1,0,Hải Phòng,1,263872000
C00124,22,46000000,14,Công chức,765,1,32705720,0.11720100762450197,0.45176567725663874,0.27159032997353755,0.10823996809660666,0.05120301704871495,123,0,193985897,0.1303353199296565,0,0,Hà Nội,1,164220000
C00125,31,100000000,31,Freelancer,665,0,34726139,0.7220109995646287,0.015046545537451217,0.13294017019039164,0.08128091888111705,0.04872136582641145,99,1,94792530,0.1993294910772642,1,0,Hà Nội,0,279300000
C00126,43,100000000,2,Công chức,717,2,33745493,0.09111000634771829,0.22615749824205109,0.41276401845750677,0.12271560321723302,0.14725287373549067,138,1,40320939,0.17464029356020563,0,0,TP.HCM,0,300000000
